scenario,dataset,image,gt_text,detected,ocr_text,ocr_conf,valid_format,complete_correct,char_correct,char_total,retries,det_latency_ms,ocr_latency_ms
Frontal,dataset_alpr,GIA-6142.png,GIA-6142,1,GIA-6142,0.0,1,1,7,7,0,17.416599905118346,889.1456000274047
Frontal,dataset_alpr,GPV-1178.png,GPV-1178,1,GPV-1178,0.0,1,1,7,7,0,15.39690000936389,899.6696999529377
Frontal,dataset_alpr,OHE-2264.png,OHE-2264,1,OHE-2264,0.0,1,1,7,7,0,14.96880000922829,931.4625000115484
Frontal,dataset_alpr,HHG-5742.png,HHG-5742,1,HHG-5742,0.0,1,1,7,7,0,14.181499951519072,915.3115999652073
Frontal,dataset_alpr,BEE-1388.png,BEE-1388,1,BEE-1388,0.0,1,1,7,7,0,14.540800009854138,912.7134999725968
Frontal,dataset_publico_placas,CCZ-3305.png,CCZ-3305,1,CCZ-3305,0.0,1,1,7,7,0,14.548099949024618,890.6034000683576
Frontal,dataset_alpr,PCJ-2308.png,PCJ-2308,1,PCJ-2308,0.0,1,1,7,7,0,18.691199948079884,958.6718999780715
Frontal,dataset_alpr,UKX-8684.png,UKX-8684,1,UKX-8684,0.0,1,1,7,7,0,13.056499999947846,878.3211999107152
Frontal,dataset_alpr,NLL-8646.png,NLL-8646,1,NLL-8646,0.0,1,1,7,7,0,18.71470001060516,887.8661999478936
Frontal,dataset_alpr,YNI-9235.png,YNI-9235,1,YNI-9235,0.0,1,1,7,7,0,13.325900072231889,882.992499973625
Frontal,dataset_publico_placas,UZI-7832.png,UZI-7832,1,UZI-7832,0.0,1,1,7,7,0,14.136799960397184,868.7998000532389
Frontal,dataset_alpr,YYK-4731.png,YYK-4731,1,YYK-4731,0.0,1,1,7,7,0,15.205899951979518,869.8228999273852
Frontal,dataset_alpr,PDG-8550.png,PDG-8550,1,PDG-8550,0.0,1,1,7,7,0,19.59380006883293,881.6947999875993
Frontal,dataset_alpr,LWJ-6047.png,LWJ-6047,1,LWJ-6047,0.0,1,1,7,7,0,28.75800000037998,930.5190000450239
Frontal,dataset_alpr,ZCP-6919.png,ZCP-6919,1,ZCP-6919,0.0,1,1,7,7,0,65.2976999990642,917.2741998918355
Frontal,dataset_alpr,ZZS-4922.png,ZZS-4922,1,ZZS-4922,0.0,1,1,7,7,0,40.400999947451055,1101.7085000639781
Frontal,dataset_alpr,ZCC-5388.png,ZCC-5388,1,ZCC-5388,0.0,1,1,7,7,0,20.60920000076294,1155.581200029701
Frontal,dataset_alpr,PKA-4549.png,PKA-4549,1,PKA-4549,0.0,1,1,7,7,0,20.05179994739592,1021.1165000218898
Frontal,dataset_alpr,GPS-2036.png,GPS-2036,1,GPS-2036,0.0,1,1,7,7,0,20.257199998013675,964.0275000128895
Frontal,dataset_alpr,IZO-0092.png,IZO-0092,1,IZO-6092,0.0,1,0,6,7,0,18.683500005863607,939.4906000234187
Frontal,dataset_alpr,YHE-6862.png,YHE-6862,1,YHE-6862,0.0,1,1,7,7,0,18.282499979250133,908.9471000479534
Frontal,dataset_alpr,MGY-0281.png,MGY-0281,1,MGY-0284,0.0,1,0,6,7,0,17.89469993673265,1345.7211999921128
Frontal,dataset_alpr,BDG-8223.png,BDG-8223,1,BDG-8223,0.0,1,1,7,7,0,19.881000043824315,1319.6282000280917
Frontal,dataset_alpr,SQV-5284.png,SQV-5284,1,SQV-5284,0.0,1,1,7,7,0,18.69779999833554,1214.3191000213847
Frontal,dataset_alpr,SNM-9117.png,SNM-9117,1,SNN-9147,0.0,1,0,5,7,0,18.26259994413704,1030.5680999299511
Frontal,dataset_alpr,ZWM-7949.png,ZWM-7949,1,ZWN-7949,0.0,1,0,6,7,0,46.23169999103993,968.5026999795809
Frontal,dataset_alpr,ISD-9746.png,ISD-9746,1,ISD-9746,0.0,1,1,7,7,0,73.88110004831105,1064.4139000214636
Frontal,dataset_alpr,GRE 6052.png,GRE-6052,1,GRE-6052,0.0,1,1,7,7,0,14.769300003536046,1065.3908000094816
Frontal,dataset_alpr,VNG-3446.png,VNG-3446,1,VNG-3446,0.0,1,1,7,7,0,15.862800064496696,1097.558100009337
Frontal,dataset_alpr,MHQ-7110.png,MHQ-7110,1,MHQ-7116,0.0,1,0,6,7,0,14.642199967056513,1193.820499931462
Frontal,dataset_alpr,SRR-2718.png,SRR-2718,1,SRR-2718,0.0,1,1,7,7,0,14.728099922649562,965.9075000090525
Frontal,dataset_alpr,SWC-9403.png,SWC-9403,1,SWC-9403,0.0,1,1,7,7,0,13.859299942851068,1432.316099992022
Frontal,dataset_alpr,PLV-3150.png,PLV-3150,1,PLV-3156,0.0,1,0,6,7,0,14.101300039328637,1344.5470000151545
Frontal,dataset_alpr,PTX-8975.png,PTX-8975,1,PTX-8975,0.0,1,1,7,7,0,13.750600046478212,1350.420800037682
Frontal,dataset_alpr,QRG-2288.png,QRG-2288,1,QRG-2288,0.0,1,1,7,7,0,15.41170000564307,1257.9201000044122
Frontal,dataset_alpr,PGB-0788.png,PGB-0788,1,PGB-6788,0.0,1,0,6,7,0,13.716500019654632,1453.302999958396
Frontal,dataset_alpr,KCB-3325.png,KCB-3325,1,KCB-3325,0.0,1,1,7,7,0,23.75000005122274,1392.8862999891862
Frontal,dataset_alpr,YZX-2141.png,YZX-2141,1,YZX-2141,0.0,1,1,7,7,0,38.03160006646067,1114.7411999991164
Frontal,dataset_alpr,TKQ-2319.png,TKQ-2319,1,TKQ-2319,0.0,1,1,7,7,0,62.44879995938391,1192.3635000130162
Frontal,dataset_alpr,ZSV-6305.png,ZSV-6305,1,ZSV-6305,0.0,1,1,7,7,0,42.02509997412562,968.5224000131711
Frontal,dataset_publico_placas_smallfar,BEV-7157.png,BEV-7157,1,BEV-7157,0.0,1,1,7,7,0,19.259999971836805,893.0172000546008
Frontal,dataset_publico_placas,GTQ-4546.png,GTQ-4546,1,GTQ-4546,0.0,1,1,7,7,0,18.37900001555681,910.4124999139458
Frontal,dataset_alpr,OMX-3673.png,OMX-3673,1,ONX-3673,0.0,1,0,6,7,0,17.833400052040815,909.5363999949768
Frontal,dataset_alpr,QAH-5098.png,QAH-5098,1,QAH-5698,0.0,1,0,6,7,0,24.562599952332675,955.4666000185534
Frontal,dataset_alpr,LRT-3257.png,LRT-3257,1,LRT-3257,0.0,1,1,7,7,0,22.15109998360276,929.1191999800503
Frontal,dataset_alpr,HZP-2763.png,HZP-2763,1,HZP-2763,0.0,1,1,7,7,0,41.860700002871454,900.2737000118941
Frontal,dataset_alpr,OVZ-2321.png,OVZ-2321,1,OVZ-2321,0.0,1,1,7,7,0,22.18400000128895,964.7998999571428
Frontal,dataset_alpr,TYN-8586.png,TYN-8586,1,TYN-8586,0.0,1,1,7,7,0,22.80260005500168,948.7331999698654
Frontal,dataset_alpr,CZF-6256.png,CZF-6256,1,CZF-6256,0.0,1,1,7,7,0,28.775000013411045,878.2632000511512
Frontal,dataset_alpr,LBD-6166.png,LBD-6166,1,LBD-6166,0.0,1,1,7,7,0,23.66830001119524,884.376100031659
Frontal,dataset_alpr,PUU-4047.png,PUU-4047,1,PUU-4047,0.0,1,1,7,7,0,52.70929995458573,889.5000999327749
Frontal,dataset_alpr,OXP-2297.png,OXP-2297,1,OXP-2297,0.0,1,1,7,7,0,27.69900008570403,933.1864999840036
Frontal,dataset_alpr,WDJ-8147.png,WDJ-8147,1,WDJ-8147,0.0,1,1,7,7,0,20.41550003923476,863.3483999874443
Frontal,dataset_alpr,IBG-1256.png,IBG-1256,1,IBG-1256,0.0,1,1,7,7,0,19.76469997316599,900.5380999296904
Frontal,dataset_alpr,NOL-9678.png,NOL-9678,1,NOL-9678,0.0,1,1,7,7,0,25.563900009728968,957.1060999296606
Frontal,dataset_alpr,QPA-0235.png,QPA-0235,1,QPA-0235,0.0,1,1,7,7,0,25.551000027917325,1196.938500041142
Frontal,dataset_alpr,PKA-4523.png,PKA-4523,1,PKA-4522,0.0,1,0,6,7,0,17.329700058326125,1109.5660000573844
Frontal,dataset_alpr,SOB-6256.png,SOB-6256,1,SOB-6256,0.0,1,1,7,7,0,26.35950001422316,1159.7314000828192
Frontal,dataset_alpr,RZG-4711.png,RZG-4711,1,RZG-4711,0.0,1,1,7,7,0,20.58110001962632,918.9537999918684
Frontal,dataset_alpr,IIB-1854.png,IIB-1854,1,IIB-1854,0.0,1,1,7,7,0,23.641399922780693,894.2910999758169
Frontal,dataset_alpr,PUS-0410.png,PUS-0410,1,PUS-0416,0.0,1,0,6,7,0,27.999900048598647,888.4763000532985
Frontal,dataset_alpr,SCA-2664.png,SCA-2664,1,SCA-2664,0.0,1,1,7,7,0,17.85459998063743,884.8235999466851
Frontal,dataset_alpr,RPS 7510.png,RPS-7510,1,RPS-7516,0.0,1,0,6,7,0,17.80729996971786,884.1565999900922
Frontal,dataset_alpr,PKA-4534.png,PKA-4534,1,PKA-4534,0.0,1,1,7,7,0,17.823999980464578,891.8935999972746
Frontal,dataset_alpr,QQG-5721.png,QQG-5721,1,QQG-5721,0.0,1,1,7,7,0,19.32469999883324,891.5947999339551
Frontal,dataset_alpr,MMD-7543.png,MMD-7543,1,MMD-7543,0.0,1,1,7,7,0,20.6266000168398,943.8534000655636
Frontal,dataset_alpr,TWW-6645.png,TWW-6645,1,TWW-6645,0.0,1,1,7,7,0,17.577300081029534,988.1851999089122
Frontal,dataset_alpr,TAB-2347.png,TAB-2347,1,TAB-2347,0.0,1,1,7,7,0,22.38869993016124,886.0776999499649
Frontal,dataset_alpr,EIV-5330.png,EIV-5330,1,EIV-5330,0.0,1,1,7,7,0,16.75710000563413,890.2443998958915
Frontal,dataset_alpr,BSP-5173.png,BSP-5173,1,BSP-5173,0.0,1,1,7,7,0,16.694199992343783,876.6261000419036
Frontal,dataset_alpr,JLB-3127.png,JLB-3127,1,JLB-3127,0.0,1,1,7,7,0,35.10540002025664,884.7472999477759
Frontal,dataset_alpr,HEJ-7462.png,HEJ-7462,1,HEJ-7462,0.0,1,1,7,7,0,21.686700056307014,882.8047000570223
Frontal,dataset_alpr,IAP-8485.png,IAP-8485,1,LAP-8485,0.0,1,0,6,7,0,26.281099999323487,914.4988000625744
Frontal,dataset_alpr,ATV-5852.png,ATV-5852,1,ATV-5852,0.0,1,1,7,7,0,18.54229997843504,864.0152999432757
Frontal,dataset_alpr,MSR-4686.png,MSR-4686,1,MSR-4686,0.0,1,1,7,7,0,20.42020007502288,858.7387000443414
Frontal,dataset_alpr,GOI-2698.png,GOI-2698,1,GOI-2698,0.0,1,1,7,7,0,22.13810000102967,839.4150999374688
Frontal,dataset_alpr,CQK-7566.png,CQK-7566,1,COK-7566,0.0,1,0,6,7,0,16.232300084084272,878.6015000659972
Frontal,dataset_alpr,PFC-6241.png,PFC-6241,1,PFC-6241,0.0,1,1,7,7,0,15.9169000107795,913.2155999541283
Frontal,dataset_alpr,RZZ-0179.png,RZZ-0179,1,RZZ-6179,0.0,1,0,6,7,0,14.233299996703863,900.1125000650063
Frontal,dataset_alpr,LNP-0823.png,LNP-0823,1,LNP-6822,0.0,1,0,5,7,0,14.655099948868155,907.6432000147179
Frontal,dataset_alpr,SLM-5677.png,SLM-5677,1,SLN-5677,0.0,1,0,6,7,0,13.957399991340935,922.8995000012219
Frontal,dataset_alpr,SLU-7251.png,SLU-7251,1,SLU-7251,0.0,1,1,7,7,0,13.803599984385071,914.5097000291571
Frontal,dataset_alpr,PFC-6247.png,PFC-6247,1,PFC-6247,0.0,1,1,7,7,0,54.79510000441224,897.069999948144
Frontal,dataset_alpr,VYJ-4878.png,VYJ-4878,1,VYJ-4878,0.0,1,1,7,7,0,24.264600011520088,915.4608999378979
Frontal,dataset_alpr,FVJ-1651.png,FVJ-1651,1,FVJ-1651,0.0,1,1,7,7,0,21.357799996621907,923.3828999567777
Frontal,dataset_alpr,QML-8104.png,QML-8104,1,QML-8164,0.0,1,0,6,7,0,20.44829993974417,906.5300999209285
Frontal,dataset_alpr,YBH-5437.png,YBH-5437,1,YBH-5437,0.0,1,1,7,7,0,21.098500001244247,883.5956000257283
Frontal,dataset_alpr,FPS 3552.png,FPS-3552,1,FPS-3552,0.0,1,1,7,7,0,20.989099983125925,905.327400076203
Frontal,dataset_alpr,AIC-3453.png,AIC-3453,1,AIC-3452,0.0,1,0,6,7,0,36.25499992631376,925.7151000201702
Frontal,dataset_alpr,YQD-9416.png,YQD-9416,1,YOD-9416,0.0,1,0,6,7,0,45.28120008762926,843.0240000598133
Frontal,dataset_alpr,RQT-5589.png,RQT-5589,1,RQT-5589,0.0,1,1,7,7,0,35.669100005179644,847.1534999553114
Frontal,dataset_alpr,CZN-7947.png,CZN-7947,1,CZN-7947,0.0,1,1,7,7,0,16.082399990409613,889.1104999929667
Frontal,dataset_alpr,TUD-0680.png,TUD-0680,1,TUD-6680,0.0,1,0,6,7,0,15.162499970756471,830.8436999795958
Frontal,dataset_alpr,SKJ-8531.png,SKJ-8531,1,SKJ-8531,0.0,1,1,7,7,0,18.563600024208423,828.7321000825614
Frontal,dataset_alpr,XMU-3473.png,XMU-3473,1,XMU-3472,0.0,1,0,6,7,0,17.104599974118173,856.3502000179142
Frontal,dataset_alpr,RZP-2865.png,RZP-2865,1,RZP-2865,0.0,1,1,7,7,0,20.29499993659556,843.9635999966413
Frontal,dataset_alpr,TOD-2927.png,TOD-2927,1,TOD-2927,0.0,1,1,7,7,0,29.448000015690923,788.6486999923363
Frontal,dataset_alpr,GEL-7064.png,GEL-7064,1,GEL-7064,0.0,1,1,7,7,0,22.78110000770539,807.9122999915853
Frontal,dataset_alpr,RJV 8413.png,RJV-8413,1,RJV-8413,0.0,1,1,7,7,0,24.98460002243519,822.768000070937
Frontal,dataset_alpr,LUP-8877.png,LUP-8877,1,LUP-8877,0.0,1,1,7,7,0,30.8336999733001,805.7023999281228
Frontal,dataset_alpr,KYG 5204.png,KYG-5204,1,KYG-5204,0.0,1,1,7,7,0,30.7828999357298,1027.3830000078306
Frontal,dataset_alpr,CUJ-8752.png,CUJ-8752,1,CUJ-8752,0.0,1,1,7,7,0,24.584800004959103,1070.4903999576345
Frontal,dataset_alpr,JAT 3167.png,JAT-3167,1,JAT-3167,0.0,1,1,7,7,0,38.0703000118956,961.8650999618694
Frontal,dataset_alpr,PAA-1749.png,PAA-1749,1,PAA-1749,0.0,1,1,7,7,0,40.37800000514835,851.0869999881834
Frontal,dataset_alpr,AEX 0547.png,AEX-0547,1,AEX-6547,0.0,1,0,6,7,0,45.89549999218434,899.170899996534
Frontal,dataset_alpr,XCM-7342.png,XCM-7342,1,XCN-7342,0.0,1,0,6,7,0,36.19799995794892,1006.1480000149459
Frontal,dataset_alpr,RQP-0713.png,RQP-0713,1,ROP-6713,0.0,1,0,5,7,0,63.99739999324083,1064.050600049086
Frontal,dataset_publico_placas,HMQ-6034.png,HMQ-6034,1,HNQ-6034,0.0,1,0,6,7,0,56.76499998662621,991.4743000408635
Frontal,dataset_alpr,QOV-1730.png,QOV-1730,1,QOV-1730,0.0,1,1,7,7,0,20.397399901412427,1103.2576999859884
Frontal,dataset_alpr,RUL-1488.png,RUL-1488,1,RUL-1488,0.0,1,1,7,7,0,24.64640000835061,1011.5947000449523
Frontal,dataset_alpr,MRZ-2528.png,MRZ-2528,1,MRZ-2528,0.0,1,1,7,7,0,23.90030003152788,1010.181299992837
Frontal,dataset_alpr,TPB-9460.png,TPB-9460,1,TPB-9460,0.0,1,1,7,7,0,21.737499977461997,998.0069000739604
Frontal,dataset_alpr,BAS-1252.png,BAS-1252,1,BAS-1252,0.0,1,1,7,7,0,36.84479999355972,1064.4163999240845
Frontal,dataset_alpr,ZZG-9041.png,ZZG-9041,1,ZZG-9041,0.0,1,1,7,7,0,40.44729995075613,968.4178999159485
Frontal,dataset_alpr,BUJ-4482.png,BUJ-4482,1,BUJ-4482,0.0,1,1,7,7,0,20.415799925103784,1013.447199948132
Frontal,dataset_alpr,KBC-9777.png,KBC-9777,1,KBC-9777,0.0,1,1,7,7,0,19.816900021396577,1003.4155000466853
Frontal,dataset_alpr,WNQ-2147.png,WNQ-2147,1,NOQ-2147,0.0,1,0,5,7,0,18.36439990438521,1031.690299976617
Frontal,dataset_alpr,PFN-2075.png,PFN-2075,1,PFN-2675,0.0,1,0,6,7,0,46.86040000524372,967.4050000030547
Frontal,dataset_alpr,ORU-1947.png,ORU-1947,1,ORU-1947,0.0,1,1,7,7,0,18.62990006338805,958.6315000196919
Frontal,dataset_alpr,QFG-9392.png,QFG-9392,1,QFG-9392,0.0,1,1,7,7,0,19.67139996122569,1025.8130000438541
Frontal,dataset_alpr,LHS-9708.png,LHS-9708,1,LHS-9708,0.0,1,1,7,7,0,18.65620003081858,1181.1740999110043
Frontal,dataset_alpr,CSN-3455.png,CSN-3455,1,CSN-3455,0.0,1,1,7,7,0,18.165000015869737,1216.3622999796644
Frontal,dataset_alpr,LYF-9857.png,LYF-9857,1,LYF-9857,0.0,1,1,7,7,0,18.309400067664683,1039.7590999491513
Frontal,dataset_alpr,VHQ-0763.png,VHQ-0763,1,VHO-6763,0.0,1,0,5,7,0,19.043399952352047,986.7262999759987
Frontal,dataset_alpr,NLI-4461.png,NLI-4461,1,NLI-4461,0.0,1,1,7,7,0,19.131000037305057,988.3220000192523
Frontal,dataset_publico_placas,UMP-8261.png,UMP-8261,1,UMP-8261,0.0,1,1,7,7,0,17.902200110256672,1015.2054000645876
Frontal,dataset_alpr,URG-5881.png,URG-5881,1,URG-5881,0.0,1,1,7,7,0,18.286400008946657,1031.3009000383317
Frontal,dataset_alpr,NFL-7054.png,NFL-7054,1,NFL-7054,0.0,1,1,7,7,0,66.77339994348586,1009.2026999918744
Frontal,dataset_alpr,DWZ-4569.png,DWZ-4569,1,DWZ-4569,0.0,1,1,7,7,0,27.672900003381077,1010.1959999883547
Frontal,dataset_alpr,PDR-9534.png,PDR-9534,1,PDR-9534,0.0,1,1,7,7,0,18.47730006556958,1082.3464000131935
Frontal,dataset_alpr,IGB-7193.png,IGB-7193,1,IGB-7192,0.0,1,0,6,7,0,18.53810006286949,1024.494900018908
Frontal,dataset_alpr,LZY-4376.png,LZY-4376,1,LZV-4376,0.0,1,0,6,7,0,18.49179994314909,999.6463999850675
Frontal,dataset_alpr,LIT-3277.png,LIT-3277,1,LIT-3277,0.0,1,1,7,7,0,16.324800089932978,976.7310000024736
Frontal,dataset_alpr,VPR-7999.png,VPR-7999,1,VPR-7999,0.0,1,1,7,7,0,17.954899929463863,958.0848000478
Frontal,dataset_alpr,WMP-5785.png,WMP-5785,1,WMP-5785,0.0,1,1,7,7,0,17.812800011597574,955.4446999682114
Frontal,dataset_alpr,NLC-4025.png,NLC-4025,1,NLC-4025,0.0,1,1,7,7,0,16.39990007970482,975.0952000031248
Frontal,dataset_alpr,QJQ-6511.png,QJQ-6511,1,QBO-6511,0.0,1,0,5,7,0,19.30599997285753,929.3718999251723
Frontal,dataset_alpr,PXI-3311.png,PXI-3311,1,PXI-3311,0.0,1,1,7,7,0,18.203500076197088,990.7771999714896
Frontal,dataset_alpr,LVY-7358.png,LVY-7358,1,LVY-7358,0.0,1,1,7,7,0,50.58599996846169,986.3202000269666
Frontal,dataset_publico_placas,PEI-0255.png,PEI-0255,1,PEI-6255,0.0,1,0,6,7,0,24.881200050003827,877.4906999897212
Frontal,dataset_alpr,QIX-1026.png,QIX-1026,1,QIX-1026,0.0,1,1,7,7,0,18.009899999015033,866.863299976103
Frontal,dataset_alpr,SHT-5821.png,SHT-5821,1,SHT-5821,0.0,1,1,7,7,0,22.830400033853948,988.3517000125721
Frontal,dataset_alpr,LKH-0118.png,LKH-0118,1,LKH-0118,0.0,1,1,7,7,0,21.902099950239062,950.0614999560639
Frontal,dataset_alpr,HZG-2016.png,HZG-2016,1,HZG-2016,0.0,1,1,7,7,0,20.833099959418178,864.9524000938982
Frontal,dataset_alpr,UFJ-8815.png,UFJ-8815,1,UFJ-8815,0.0,1,1,7,7,0,16.406700015068054,859.8258999409154
Frontal,dataset_alpr,DKO-2334.png,DKO-2334,1,DKO-2334,0.0,1,1,7,7,0,16.620400012470782,856.5289999824017
Frontal,dataset_alpr,TNO-8081.png,TNO-8081,1,TNO-8681,0.0,1,0,6,7,0,18.383099930360917,912.7236000495031
Frontal,dataset_alpr,MLJ-6192.png,MLJ-6192,1,MLJ-6192,0.0,1,1,7,7,0,21.63520001340657,844.7414999827743
Frontal,dataset_alpr,MUL-8984.png,MUL-8984,1,MUL-8984,0.0,1,1,7,7,0,17.707199905999005,847.674599965103
Frontal,dataset_alpr,HLJ-9741.png,HLJ-9741,1,HLJ-9741,0.0,1,1,7,7,0,35.30930005945265,840.9756000619382
Frontal,dataset_alpr,BDD 1913.png,BDD-1913,1,BDD-1913,0.0,1,1,7,7,0,35.540200071409345,861.0180000541732
Frontal,dataset_alpr,KQT-9873.png,KQT-9873,1,KQT-9873,0.0,1,1,7,7,0,35.2165000513196,848.3183000935242
Frontal,dataset_alpr,CVG-6926.png,CVG-6926,1,CVG-6926,0.0,1,1,7,7,0,21.7171999393031,845.3875000122935
Frontal,dataset_alpr,BPJ-3741.png,BPJ-3741,1,BPJ-3741,0.0,1,1,7,7,0,17.555300029926002,878.5502999089658
Frontal,dataset_alpr,ZMP-4797.png,ZMP-4797,1,ZMP-4797,0.0,1,1,7,7,0,19.153499975800518,915.8742000581697
Frontal,dataset_alpr,ZIS-6912.png,ZIS-6912,1,ZIS-6912,0.0,1,1,7,7,0,17.169900005683303,861.1403999384493
Frontal,dataset_publico_placas,PMS-3962.png,PMS-3962,1,PMS-3962,0.0,1,1,7,7,0,21.85819996520877,856.630599941127
Frontal,dataset_alpr,MSG-9827.png,MSG-9827,1,MSG-9827,0.0,1,1,7,7,0,27.99319999758154,856.9408999755979
Frontal,dataset_alpr,OOQ-9824.png,OOQ-9824,1,OOO-9824,0.0,1,0,6,7,0,23.226700024679303,871.2576000252739
Frontal,dataset_alpr,IEJ-4789.png,IEJ-4789,1,IEJ-4789,0.0,1,1,7,7,0,25.58180002961308,849.0212999749929
Frontal,dataset_alpr,GBY-7631.png,GBY-7631,1,GBY-7631,0.0,1,1,7,7,0,22.496999939903617,848.2395999599248
Frontal,dataset_alpr,UQS-5313.png,UQS-5313,1,UOS-5313,0.0,1,0,6,7,0,54.88559999503195,848.6645999364555
Frontal,dataset_alpr,AMV-8222.png,AMV-8222,1,AMV-8222,0.0,1,1,7,7,0,38.09899999760091,843.9659000141546
Frontal,dataset_alpr,VPH-6906.png,VPH-6906,1,VPH-6966,0.0,1,0,6,7,0,39.24419998656958,846.7783000087366
Frontal,dataset_alpr,AKD-3667.png,AKD-3667,1,AKD-3667,0.0,1,1,7,7,0,31.166599947027866,863.3861999260262
Frontal,dataset_alpr,RMG-7166.png,RMG-7166,1,RNG-7166,0.0,1,0,6,7,0,30.12630005832761,936.8660000618547
Frontal,dataset_alpr,VLE-1221.png,VLE-1221,1,VLE-1221,0.0,1,1,7,7,0,30.487700016237795,856.8403000244871
Frontal,dataset_alpr,AWL-0677.png,AWL-0677,1,ANL-6677,0.0,1,0,5,7,0,29.945499962195758,856.2842999817804
Frontal,dataset_alpr,HNF-0667.png,HNF-0667,1,HNF-6667,0.0,1,0,6,7,0,42.94289997778833,849.6672000037506
Frontal,dataset_alpr,BBZ-5102.png,BBZ-5102,1,BBZ-5162,0.0,1,0,6,7,0,16.04999997653067,855.7597999460995
Frontal,dataset_alpr,CBO-7539.png,CBO-7539,1,CBO-7539,0.0,1,1,7,7,0,16.504300059750676,857.7316000591964
Frontal,dataset_alpr,LSB-3268.png,LSB-3268,1,LSB-3268,0.0,1,1,7,7,0,18.13620002940297,863.9396999496967
Frontal,dataset_alpr,WJU-5844.png,WJU-5844,1,WJU-5844,0.0,1,1,7,7,0,17.612499999813735,846.1723000509664
Frontal,dataset_alpr,GTF-5021.png,GTF-5021,1,GTF-5621,0.0,1,0,6,7,0,22.470699972473085,857.334200059995
Frontal,dataset_publico_placas,XRX-5512.png,XRX-5512,1,XRX-5512,0.0,1,1,7,7,0,17.97060004901141,889.8658000398427
Frontal,dataset_alpr,MDE-5890.png,MDE-5890,1,MDE-5890,0.0,1,1,7,7,0,18.86519999243319,882.095699897036
Frontal,dataset_alpr,CZR-8906.png,CZR-8906,1,CZR-8966,0.0,1,0,6,7,0,54.13529998622835,878.0988999642432
Frontal,dataset_publico_placas,EIC-0833.png,EIC-0833,1,EIC-6833,0.0,1,0,6,7,0,16.811400069855154,929.7955998918042
Frontal,dataset_alpr,WZP-8728.png,WZP-8728,1,WZP-8728,0.0,1,1,7,7,0,11.200199951417744,870.6924000289291
Frontal,dataset_alpr,AZX-3142.png,AZX-3142,1,AZX-3142,0.0,1,1,7,7,0,12.552900006994603,920.7222999539226
Frontal,dataset_alpr,EFF 6979.png,EFF-6979,1,EFF-6979,0.0,1,1,7,7,0,21.61160006653517,875.0607999972999
Frontal,dataset_alpr,OKY-2663.png,OKY-2663,1,OKY-2662,0.0,1,0,6,7,0,13.01160000730306,870.5315000843257
Frontal,dataset_alpr,EFX 4140.png,EFX-4140,1,EFX-4140,0.0,1,1,7,7,0,13.701200019568205,866.4333999622613
Frontal,dataset_alpr,WBL-1068.png,WBL-1068,1,WBL-1068,0.0,1,1,7,7,0,13.874900061637163,846.0597000084817
Frontal,dataset_alpr,EGH-5643.png,EGH-5643,1,EGH-5643,0.0,1,1,7,7,0,13.7640000320971,882.6026000315323
Frontal,dataset_alpr,UZC-7640.png,UZC-7640,1,UZC-7640,0.0,1,1,7,7,0,12.10030005313456,1042.8174999542534
Frontal,dataset_alpr,YZU-3877.png,YZU-3877,1,YZU-3877,0.0,1,1,7,7,0,24.829800007864836,1088.3320999564603
